Batch_Number,SKU_ID,NDC_Code,Drug_Name,Therapeutic_Category,Route_Of_Administration,Dosage_Form,Packaging_Type,Supplier_ID,Supplier_Name,Country_Of_Origin,Purchase_Order_Ref,Quantity_Procured,Unit_Procurement_Cost_USD,Freight_Cost_Per_Unit_USD,Import_Tariff_Rate,Total_Procurement_Cost_USD,Unit_Selling_Price_USD,Maximum_Retail_Price_USD,Discount_Applied_Percent,Quantity_Sold,Total_Sales_Revenue_USD,Gross_Profit_USD,Sales_Channel,Payment_Method,Quantity_Remaining,Reorder_Level,Safety_Stock_Level,Stockout_Occurred,Manufacture_Date,Procurement_Date,Expiry_Date,Shelf_Life_Total_Days,Storage_Condition,Storage_Temperature_Min_C,Storage_Temperature_Max_C,Humidity_Sensitive,Prescription_Required,Controlled_Substance_Class,Quality_Control_Passed,Inspector_ID,Warehouse_Zone,Aisle_Rack_Number,Bin_Location_Code,Handling_Special_Notes,Quantity_Wasted,Wastage_Reason,Wastage_Financial_Loss_USD,Disposal_Method,Disposal_Approval_Status
BAT-2026-77715,SKU-476395,268-6375-76,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,UK,PO-53724,1639,128.54,3.31,0.12,241383.4,198.73,218.6,15,876,174087.48,61486.44,Emergency ICU,Insurance,763,100,40,0,2025-08-17,2025-11-28,2027-02-12,544,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-112,Cold Vault-2,Aisle-2-R5,BIN-986,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-35042,SKU-702733,552-2904-97,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,USA,PO-78114,646,177.56,10.6,0.18,142198.04,263.96,290.36,0,228,60182.88,19699.2,Online Fulfillment,Insurance,418,100,80,0,2025-07-13,2025-10-29,2027-05-11,667,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-108,Cold Vault-2,Aisle-14-R4,BIN-799,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-21221,SKU-410244,310-9008-21,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,Germany,PO-41030,1315,90.43,3.16,0.12,137340.7,141.58,155.74,0,974,137898.92,49820.1,Hospital Outpatient,Insurance,341,100,20,0,2025-09-20,2025-11-26,2027-05-07,594,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-101,Hazmat Vault,Aisle-5-R5,BIN-697,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-41635,SKU-833247,622-8298-17,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,India,PO-19556,1172,54.51,2.22,0.05,69681.85,74.42,81.86,15,638,47479.96,12702.58,Online Fulfillment,Insurance,534,100,40,0,2025-03-25,2025-05-06,2027-01-30,676,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-101,Zone-B,Aisle-3-R2,BIN-965,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-63271,SKU-409571,564-3161-75,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-5813,Nexus BioPharma,Switzerland,PO-88638,1635,51.41,3.11,0.0,89140.2,72.74,80.01,15,1247,90706.78,26598.51,Emergency ICU,Government Health Aid,388,100,20,0,2025-09-12,2025-10-13,2027-08-16,703,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-110,Cold Vault-1,Aisle-15-R2,BIN-605,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-74038,SKU-123005,525-8484-82,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,UK,PO-91207,116,15.42,0.66,0.0,1865.28,23.48,25.83,10,81,1901.88,652.86,Emergency ICU,Government Health Aid,35,200,20,0,2025-01-08,2025-03-09,2026-04-18,465,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-104,Hazmat Vault,Aisle-4-R3,BIN-334,Fragile Glass,35,Expired,539.7,Incineration,Approved
BAT-2026-82768,SKU-970357,159-8575-96,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Germany,PO-67478,1295,52.82,3.72,0.0,73219.3,67.71,74.48,15,474,32094.54,7057.86,Hospital Outpatient,Credit Card,821,50,80,0,2025-08-19,2025-10-10,2026-07-15,330,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-112,Zone-A,Aisle-8-R2,BIN-830,Standard Handling,821,Expired,43365.22,Incineration,Approved
BAT-2026-41499,SKU-790203,926-6049-12,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-9028,PharmaDist Inc,Germany,PO-22539,1343,23.39,1.25,0.0,33091.52,39.03,42.93,5,604,23574.12,9446.56,Online Fulfillment,Government Health Aid,739,50,40,0,2025-03-04,2025-04-18,2026-12-09,645,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-111,Zone-B,Aisle-2-R5,BIN-555,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-72402,SKU-515032,505-5169-10,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,India,PO-91965,257,2.25,0.18,0.18,728.6,3.02,3.32,15,138,416.76,106.26,Hospital Outpatient,Cash,119,200,80,0,2025-03-01,2025-06-06,2025-12-16,290,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-105,Zone-A,Aisle-1-R1,BIN-927,Keep Refrigerated,119,Expired,267.75,Incineration,Approved
BAT-2026-94659,SKU-387813,863-4570-84,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-0769,BioCare Distribution,Germany,PO-68517,576,78.42,1.83,0.05,48482.5,115.37,126.91,0,312,35995.44,11528.4,Online Fulfillment,Insurance,264,100,40,0,2025-07-17,2025-08-12,2026-05-18,305,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-106,Cold Vault-1,Aisle-8-R4,BIN-817,Keep Refrigerated,264,Expired,20702.88,Incineration,Approved
BAT-2026-74332,SKU-108491,174-1742-64,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,India,PO-85882,1169,147.05,8.62,0.12,202606.4,242.69,266.96,0,857,207985.33,81963.48,In-Store Pharmacy,Government Health Aid,312,50,40,0,2025-06-23,2025-07-10,2026-09-02,436,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Zone-B,Aisle-2-R1,BIN-218,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-68743,SKU-693419,452-2044-79,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,India,PO-26361,1496,193.88,5.7,0.18,350779.69,249.33,274.26,10,1304,325126.32,72306.8,Emergency ICU,Cash,192,100,80,0,2025-05-12,2025-07-27,2027-03-24,681,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-107,Zone-A,Aisle-8-R2,BIN-203,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-12260,SKU-819112,161-2130-70,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-5813,Nexus BioPharma,Switzerland,PO-21211,617,177.14,12.56,0.12,130160.35,285.28,313.81,0,496,141498.88,53637.44,Hospital Outpatient,Insurance,121,100,80,0,2025-05-18,2025-08-26,2027-04-07,689,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-103,Zone-B,Aisle-5-R2,BIN-268,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-22196,SKU-916118,132-5703-62,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,USA,PO-17954,198,99.63,7.08,0.0,21128.58,127.26,139.99,5,142,18070.92,3923.46,In-Store Pharmacy,Credit Card,56,100,80,0,2025-09-22,2025-11-15,2026-11-12,416,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Zone-B,Aisle-17-R3,BIN-242,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-48566,SKU-880841,284-3218-92,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,UK,PO-14370,1868,76.99,5.56,0.05,161394.27,115.57,127.13,10,1166,134754.62,44984.28,Emergency ICU,Cash,702,100,40,0,2025-10-16,2025-11-20,2026-08-29,317,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Zone-B,Aisle-11-R4,BIN-235,Protect from Light,702,Expired,54046.98,Incineration,Approved
BAT-2026-39045,SKU-151426,846-7887-57,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-7152,GlobalMed Logistics,Germany,PO-59465,1160,110.11,2.7,0.18,153850.57,184.13,202.54,15,820,150986.6,60696.4,Online Fulfillment,Credit Card,340,200,40,0,2024-10-06,2025-01-19,2025-05-04,210,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-2,Aisle-13-R1,BIN-858,Keep Refrigerated,340,Expired,37437.4,Incineration,Approved
BAT-2026-63005,SKU-735863,491-8348-58,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-0769,BioCare Distribution,India,PO-51062,379,22.08,1.09,0.12,9785.63,31.73,34.9,15,325,10312.25,3136.25,Emergency ICU,Insurance,54,200,20,0,2025-08-04,2025-10-16,2026-05-12,281,Cold Chain (2-8°C),2.0,8.0,0,1,Schedule II,1,INS-109,Zone-A,Aisle-17-R3,BIN-719,Standard Handling,54,Expired,1192.32,Incineration,Approved
BAT-2026-41890,SKU-881369,484-2314-97,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-5813,Nexus BioPharma,UK,PO-18523,1472,96.94,3.34,0.12,164735.64,137.27,151.0,15,965,132465.55,38918.45,Emergency ICU,Cash,507,50,20,0,2025-08-07,2025-11-03,2026-03-29,234,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-16-R1,BIN-676,Fragile Glass,507,Expired,49148.58,Incineration,Approved
BAT-2026-50135,SKU-620856,777-9835-27,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,India,PO-26716,596,173.08,13.54,0.18,129793.54,271.53,298.68,0,322,87432.66,31700.9,Online Fulfillment,Cash,274,100,20,0,2024-10-14,2025-02-01,2025-06-20,249,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-112,Zone-A,Aisle-14-R5,BIN-124,Protect from Light,274,Expired,47423.92,Incineration,Approved
BAT-2026-97026,SKU-973294,769-6697-25,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,Germany,PO-18126,401,130.89,3.01,0.12,59992.33,212.13,233.34,0,319,67669.47,25915.56,Hospital Outpatient,Cash,82,100,40,0,2025-05-16,2025-08-13,2027-04-06,690,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-111,Zone-B,Aisle-3-R1,BIN-548,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-86225,SKU-400096,282-9802-60,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,Germany,PO-67923,280,138.06,4.61,0.12,44586.42,189.09,208.0,20,164,31010.76,8368.92,In-Store Pharmacy,Credit Card,116,200,40,0,2025-01-12,2025-01-30,2025-08-07,207,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Hazmat Vault,Aisle-7-R5,BIN-608,Standard Handling,116,Expired,16014.96,Incineration,Approved
BAT-2026-58368,SKU-913423,641-3086-38,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Switzerland,PO-17181,706,34.21,2.0,0.18,29911.67,43.39,47.73,5,545,23647.55,5003.1,In-Store Pharmacy,Cash,161,200,20,0,2024-10-29,2025-01-10,2025-10-27,363,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Zone-A,Aisle-2-R2,BIN-475,Fragile Glass,161,Expired,5507.81,Incineration,Approved
BAT-2026-72031,SKU-937665,954-1056-12,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,UK,PO-49514,1222,16.59,0.73,0.05,22178.69,21.26,23.39,15,1009,21451.34,4712.03,Online Fulfillment,Credit Card,213,100,40,0,2025-07-19,2025-10-01,2027-02-10,571,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-102,Cold Vault-1,Aisle-8-R5,BIN-913,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-82544,SKU-341296,405-8585-96,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,India,PO-90050,799,169.46,5.78,0.18,164388.5,235.0,258.5,5,415,97525.0,27199.1,Hospital Outpatient,Insurance,384,100,20,0,2025-06-11,2025-10-02,2026-11-07,514,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-2,Aisle-16-R1,BIN-815,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-79588,SKU-736553,836-9920-64,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,Germany,PO-92075,1092,60.39,2.87,0.18,80950.18,101.16,111.28,15,833,84266.28,33961.41,In-Store Pharmacy,Government Health Aid,259,50,20,0,2025-09-17,2025-10-19,2026-08-19,336,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-101,Zone-A,Aisle-12-R1,BIN-540,Keep Refrigerated,259,Expired,15641.01,Incineration,Approved
BAT-2026-55056,SKU-940886,644-7214-39,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,USA,PO-66602,1239,65.11,4.43,0.05,90193.62,109.53,120.48,10,656,71851.68,29139.52,In-Store Pharmacy,Government Health Aid,583,200,20,0,2024-10-14,2025-01-27,2026-02-16,490,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-108,Zone-A,Aisle-19-R3,BIN-121,Keep Refrigerated,583,Expired,37959.13,Incineration,Approved
BAT-2026-65771,SKU-469435,353-8546-54,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-5813,Nexus BioPharma,Switzerland,PO-18623,290,190.43,8.93,0.12,64441.36,246.36,271.0,5,190,46808.4,10626.7,Online Fulfillment,Insurance,100,100,80,0,2025-07-23,2025-09-27,2026-04-27,278,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-104,Hazmat Vault,Aisle-17-R2,BIN-825,Fragile Glass,100,Expired,19043.0,Incineration,Approved
BAT-2026-82140,SKU-329642,258-5516-34,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-9028,PharmaDist Inc,UK,PO-23346,352,16.69,1.19,0.18,7351.24,26.31,28.94,5,164,4314.84,1577.68,Online Fulfillment,Government Health Aid,188,200,40,0,2025-04-16,2025-05-24,2025-12-30,258,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-105,Zone-A,Aisle-13-R2,BIN-637,Keep Refrigerated,188,Expired,3137.72,Incineration,Approved
BAT-2026-53357,SKU-767542,996-2848-14,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Germany,PO-98809,1080,35.68,1.67,0.12,44962.13,53.14,58.45,0,799,42458.86,13950.54,In-Store Pharmacy,Insurance,281,100,40,0,2024-09-11,2025-01-05,2026-08-24,712,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Zone-B,Aisle-5-R5,BIN-810,Standard Handling,281,Expired,10026.08,Incineration,Approved
BAT-2026-56112,SKU-299367,928-7868-88,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Germany,PO-17312,1027,76.34,2.07,0.12,89935.21,101.93,112.12,20,827,84296.11,21162.93,Online Fulfillment,Government Health Aid,200,100,20,0,2024-12-16,2025-02-16,2026-10-31,684,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-111,Zone-B,Aisle-1-R5,BIN-477,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-69473,SKU-751051,884-1256-40,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,USA,PO-83303,1284,146.93,7.32,0.12,220695.97,218.45,240.3,0,1099,240076.55,78600.48,Online Fulfillment,Cash,185,200,40,0,2025-05-27,2025-08-30,2027-03-15,657,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-106,Hazmat Vault,Aisle-10-R3,BIN-750,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-45509,SKU-362801,311-2102-22,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-7152,GlobalMed Logistics,India,PO-16842,1379,110.32,6.53,0.18,188519.78,150.25,165.28,5,760,114190.0,30346.8,Online Fulfillment,Government Health Aid,619,50,20,0,2025-07-25,2025-10-07,2026-08-15,386,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,0,INS-105,Cold Vault-1,Aisle-18-R3,BIN-656,Fragile Glass,619,Expired,68288.08,Incineration,Approved
BAT-2026-50189,SKU-810687,708-1550-67,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-5813,Nexus BioPharma,India,PO-48655,1446,179.83,4.7,0.05,279832.09,275.39,302.93,10,1305,359383.95,124705.8,Emergency ICU,Government Health Aid,141,200,20,0,2025-05-17,2025-08-30,2026-09-09,480,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-110,Zone-B,Aisle-17-R4,BIN-208,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-42951,SKU-892280,712-1797-41,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,Switzerland,PO-59998,227,20.43,0.91,0.0,4844.18,27.18,29.9,0,115,3125.7,776.25,In-Store Pharmacy,Government Health Aid,112,200,40,0,2025-04-21,2025-07-26,2027-03-11,689,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-106,Zone-A,Aisle-6-R2,BIN-528,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-40217,SKU-855948,858-1724-61,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-9028,PharmaDist Inc,Germany,PO-62649,117,119.62,6.39,0.05,15442.95,189.85,208.84,20,43,8163.55,3019.89,Emergency ICU,Insurance,74,50,80,0,2025-06-20,2025-07-05,2027-05-03,682,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule II,1,INS-101,Zone-A,Aisle-20-R3,BIN-585,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-25814,SKU-904751,549-4839-79,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,Switzerland,PO-22560,1916,123.5,2.47,0.18,283951.2,177.45,195.19,15,1744,309472.8,94088.8,Hospital Outpatient,Cash,172,200,20,0,2025-01-02,2025-04-07,2026-11-29,696,Cold Chain (2-8°C),2.0,8.0,0,1,Schedule IV,1,INS-101,Cold Vault-2,Aisle-11-R2,BIN-134,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-35242,SKU-791201,322-1924-27,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,UK,PO-90911,1858,97.58,2.48,0.05,194976.66,126.61,139.27,5,1313,166238.93,38116.39,Emergency ICU,Credit Card,545,50,80,0,2025-10-01,2025-10-25,2026-12-22,447,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Cold Vault-1,Aisle-11-R3,BIN-385,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-51359,SKU-813928,615-5739-39,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-0769,BioCare Distribution,Switzerland,PO-63884,665,8.14,0.46,0.0,5719.0,12.51,13.76,0,552,6905.52,2412.24,Emergency ICU,Cash,113,200,40,0,2024-11-06,2025-01-09,2026-04-21,531,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-101,Cold Vault-1,Aisle-13-R1,BIN-546,Standard Handling,113,Expired,919.82,Incineration,Approved
BAT-2026-25670,SKU-979060,935-6224-83,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-8569,Apex Health Supplies,UK,PO-40554,669,188.6,10.78,0.05,139693.89,266.13,292.74,0,451,120024.63,34966.03,In-Store Pharmacy,Government Health Aid,218,200,20,0,2025-01-01,2025-04-14,2025-07-18,198,Room Temperature (15-25°C),15.0,25.0,1,0,Schedule IV,1,INS-108,Hazmat Vault,Aisle-10-R4,BIN-670,Keep Refrigerated,218,Expired,41114.8,Incineration,Approved
BAT-2026-80236,SKU-243423,712-6253-40,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-0769,BioCare Distribution,India,PO-88587,1446,34.67,1.33,0.18,61079.91,50.49,55.54,10,827,41755.23,13083.14,Emergency ICU,Cash,619,50,40,0,2025-05-18,2025-07-14,2025-12-16,212,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-101,Zone-A,Aisle-1-R4,BIN-818,Protect from Light,619,Expired,21460.73,Incineration,Approved
BAT-2026-34267,SKU-758765,409-3347-94,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-7152,GlobalMed Logistics,India,PO-96471,1995,178.17,9.0,0.12,416058.05,276.05,303.66,5,1375,379568.75,134585.0,In-Store Pharmacy,Cash,620,50,80,0,2025-02-05,2025-04-28,2026-10-18,620,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-112,Cold Vault-2,Aisle-20-R5,BIN-532,Standard Handling,175,Recall,31179.75,N/A,Approved
BAT-2026-35105,SKU-201883,633-4621-62,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,Switzerland,PO-91789,785,33.11,1.07,0.0,26831.3,54.54,59.99,15,661,36050.94,14165.23,In-Store Pharmacy,Government Health Aid,124,50,40,0,2025-06-01,2025-06-20,2026-03-29,301,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Zone-A,Aisle-13-R2,BIN-168,Standard Handling,124,Expired,4105.64,Incineration,Pending Audit
BAT-2026-38361,SKU-757937,407-5508-17,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,UK,PO-11390,1915,22.05,1.33,0.05,46883.99,29.22,32.14,10,1490,43537.8,10683.3,Emergency ICU,Insurance,425,100,20,0,2025-06-02,2025-07-24,2026-12-26,572,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Zone-B,Aisle-6-R1,BIN-166,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-73464,SKU-777737,670-3869-90,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,Germany,PO-69429,725,42.7,3.29,0.18,38915.1,56.84,62.52,5,545,30977.8,7706.3,Online Fulfillment,Credit Card,180,100,80,0,2025-07-04,2025-09-11,2027-04-05,640,Cold Chain (2-8°C),2.0,8.0,0,1,Schedule II,1,INS-101,Zone-A,Aisle-2-R4,BIN-189,Protect from Light,135,Temperature Breach,5764.5,Hazardous Bio-Waste,Approved
BAT-2026-46241,SKU-141337,795-7999-81,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,USA,PO-60321,1411,39.62,1.66,0.0,58246.08,56.68,62.35,5,746,42283.28,12726.76,Online Fulfillment,Cash,665,50,20,0,2025-07-07,2025-10-26,2026-11-21,502,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-109,Cold Vault-1,Aisle-4-R2,BIN-369,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-87278,SKU-423939,607-1768-54,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,India,PO-70844,953,140.04,3.26,0.0,136564.9,196.32,215.95,0,350,68712.0,19698.0,Emergency ICU,Government Health Aid,603,200,40,0,2025-05-26,2025-07-14,2026-12-12,565,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-107,Hazmat Vault,Aisle-7-R5,BIN-998,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-78765,SKU-926918,758-7244-77,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Switzerland,PO-66112,1786,144.96,4.84,0.05,280487.73,191.52,210.67,20,1046,200329.92,48701.76,Online Fulfillment,Government Health Aid,740,100,40,0,2025-07-20,2025-11-01,2027-04-14,633,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Cold Vault-2,Aisle-10-R2,BIN-780,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-88222,SKU-562236,426-7821-62,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-5813,Nexus BioPharma,USA,PO-91292,1061,146.53,6.93,0.18,190805.36,249.0,273.9,5,671,167079.0,68757.37,Hospital Outpatient,Insurance,390,50,80,0,2025-02-17,2025-05-21,2026-11-29,650,Cold Chain (2-8°C),2.0,8.0,0,1,Schedule II,1,INS-112,Cold Vault-1,Aisle-19-R3,BIN-466,Protect from Light,366,Temperature Breach,53629.98,Hazardous Bio-Waste,Approved
BAT-2026-47093,SKU-134985,252-5913-58,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,Germany,PO-91163,1762,54.52,2.92,0.18,118500.84,79.02,86.92,15,855,67562.1,20947.5,In-Store Pharmacy,Insurance,907,50,20,0,2025-02-23,2025-05-18,2025-09-27,216,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-109,Hazmat Vault,Aisle-12-R4,BIN-586,Protect from Light,907,Expired,49449.64,Incineration,Approved
BAT-2026-23176,SKU-707727,288-9813-70,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,USA,PO-23274,254,57.74,3.3,0.0,15504.16,81.33,89.46,0,154,12524.82,3632.86,In-Store Pharmacy,Cash,100,100,80,0,2025-03-19,2025-06-15,2025-10-18,213,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-2-R2,BIN-510,Standard Handling,100,Expired,5774.0,Incineration,Approved
BAT-2026-35443,SKU-482584,346-4692-48,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-8569,Apex Health Supplies,Switzerland,PO-54514,589,49.03,2.37,0.0,30274.6,68.24,75.06,20,525,35826.0,10085.25,Hospital Outpatient,Credit Card,64,100,20,0,2025-07-09,2025-11-02,2026-07-05,361,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-103,Cold Vault-2,Aisle-19-R3,BIN-619,Standard Handling,64,Expired,3137.92,Incineration,Approved
